runs occurence father
1 0.441379310344828 TRUE
2 0.45 TRUE
3 0.474712643678161 TRUE
4 0.46551724137931 TRUE
5 0.479310344827586 TRUE
6 0.486781609195402 TRUE
7 0.483743842364532 TRUE
8 0.518965517241379 TRUE
9 0.489272030651341 TRUE
10 0.473448275862069 TRUE
11 0.456112852664577 TRUE
12 0.471264367816092 TRUE
13 0.475596816976127 TRUE
14 0.473645320197044 TRUE
15 0.478390804597701 TRUE
16 0.496551724137931 TRUE
17 0.492494929006085 TRUE
18 0.497701149425287 TRUE
19 0.501814882032668 TRUE
20 0.483965517241379 TRUE
21 0.489655172413793 TRUE
22 0.461912225705329 TRUE
23 0.511994002998501 TRUE
24 0.48764367816092 TRUE
25 0.480827586206897 TRUE
26 0.479575596816976 TRUE
27 0.475478927203065 TRUE
28 0.478448275862069 TRUE
29 0.485850178359096 TRUE
1 0.496551724137931 TRUE
2 0.453448275862069 TRUE
3 0.496551724137931 TRUE
4 0.475862068965517 TRUE
5 0.476551724137931 TRUE
6 0.48735632183908 TRUE
7 0.506403940886699 TRUE
8 0.455603448275862 TRUE
9 0.444827586206897 TRUE
10 0.49448275862069 TRUE
11 0.487147335423197 TRUE
12 0.472701149425287 TRUE
13 0.472679045092838 TRUE
14 0.487192118226601 TRUE
15 0.488045977011494 TRUE
16 0.505818965517241 TRUE
17 0.469371196754564 TRUE
18 0.47183908045977 TRUE
19 0.493284936479129 TRUE
20 0.489310344827586 TRUE
21 0.487027914614122 TRUE
22 0.506739811912226 TRUE
23 0.459370314842579 TRUE
24 0.464080459770115 TRUE
25 0.476689655172414 TRUE
26 0.48448275862069 TRUE
27 0.496168582375479 TRUE
28 0.506527093596059 TRUE
29 0.484542211652794 TRUE
1 0.513793103448276 TRUE
2 0.501724137931034 TRUE
3 0.491954022988506 TRUE
4 0.475862068965517 TRUE
5 0.443448275862069 TRUE
6 0.479885057471264 TRUE
7 0.474384236453202 TRUE
8 0.481034482758621 TRUE
9 0.504214559386973 TRUE
10 0.496206896551724 TRUE
11 0.494043887147335 TRUE
12 0.468965517241379 TRUE
13 0.486737400530504 TRUE
14 0.482266009852217 TRUE
15 0.49816091954023 TRUE
16 0.47198275862069 TRUE
17 0.482352941176471 TRUE
18 0.47183908045977 TRUE
19 0.45426497277677 TRUE
20 0.503793103448276 TRUE
21 0.480295566502463 TRUE
22 0.485579937304075 TRUE
23 0.5071964017991 TRUE
24 0.463936781609195 TRUE
25 0.472965517241379 TRUE
26 0.500132625994695 TRUE
27 0.483269476372925 TRUE
28 0.474384236453202 TRUE
29 0.490487514863258 TRUE
1 0.458620689655172 TRUE
2 0.477586206896552 TRUE
3 0.47816091954023 TRUE
4 0.564655172413793 TRUE
5 0.477931034482759 TRUE
6 0.49367816091954 TRUE
7 0.461576354679803 TRUE
8 0.45948275862069 TRUE
9 0.470498084291188 TRUE
10 0.481724137931034 TRUE
11 0.498746081504702 TRUE
12 0.50316091954023 TRUE
13 0.485676392572944 TRUE
14 0.504433497536946 TRUE
15 0.484827586206897 TRUE
16 0.497844827586207 TRUE
17 0.464705882352941 TRUE
18 0.49176245210728 TRUE
19 0.482395644283122 TRUE
20 0.490689655172414 TRUE
21 0.472085385878489 TRUE
22 0.502351097178683 TRUE
23 0.480809595202399 TRUE
24 0.508477011494253 TRUE
25 0.498758620689655 TRUE
26 0.493501326259947 TRUE
27 0.492975734355045 TRUE
28 0.486822660098522 TRUE
29 0.48026159334126 TRUE
1 0.568965517241379 TRUE
2 0.436206896551724 TRUE
3 0.459770114942529 TRUE
4 0.46551724137931 TRUE
5 0.458620689655172 TRUE
6 0.495977011494253 TRUE
7 0.511330049261084 TRUE
8 0.489655172413793 TRUE
9 0.498850574712644 TRUE
10 0.504827586206897 TRUE
11 0.465203761755486 TRUE
12 0.470114942528736 TRUE
13 0.515119363395225 TRUE
14 0.474630541871921 TRUE
15 0.472183908045977 TRUE
16 0.495258620689655 TRUE
17 0.462068965517241 TRUE
18 0.460727969348659 TRUE
19 0.473502722323049 TRUE
20 0.508103448275862 TRUE
21 0.500164203612479 TRUE
22 0.466771159874608 TRUE
23 0.510494752623688 TRUE
24 0.495833333333333 TRUE
25 0.472689655172414 TRUE
26 0.495888594164456 TRUE
27 0.481353767560664 TRUE
28 0.497044334975369 TRUE
29 0.487514863258026 TRUE
1 0.472413793103448 TRUE
2 0.513793103448276 TRUE
3 0.504597701149425 TRUE
4 0.488793103448276 TRUE
5 0.537241379310345 TRUE
6 0.498275862068966 TRUE
7 0.478325123152709 TRUE
8 0.452155172413793 TRUE
9 0.48007662835249 TRUE
10 0.503793103448276 TRUE
11 0.505015673981191 TRUE
12 0.469252873563218 TRUE
13 0.470822281167109 TRUE
14 0.478571428571429 TRUE
15 0.470804597701149 TRUE
16 0.525 TRUE
17 0.481135902636917 TRUE
18 0.526436781609195 TRUE
19 0.48929219600726 TRUE
20 0.457931034482759 TRUE
21 0.517405582922824 TRUE
22 0.491222570532915 TRUE
23 0.488605697151424 TRUE
24 0.501005747126437 TRUE
25 0.484413793103448 TRUE
26 0.4842175066313 TRUE
27 0.472030651340996 TRUE
28 0.483004926108374 TRUE
29 0.488941736028537 TRUE
1 0.375862068965517 TRUE
2 0.5 TRUE
3 0.518390804597701 TRUE
4 0.461206896551724 TRUE
5 0.501379310344828 TRUE
6 0.443103448275862 TRUE
7 0.445320197044335 TRUE
8 0.490086206896552 TRUE
9 0.459386973180077 TRUE
10 0.47551724137931 TRUE
11 0.472413793103448 TRUE
12 0.471264367816092 TRUE
13 0.481962864721485 TRUE
14 0.485960591133005 TRUE
15 0.478620689655172 TRUE
16 0.488577586206897 TRUE
17 0.482352941176471 TRUE
18 0.500191570881226 TRUE
19 0.480036297640653 TRUE
20 0.493275862068966 TRUE
21 0.463711001642036 TRUE
22 0.479310344827586 TRUE
23 0.486206896551724 TRUE
24 0.478879310344828 TRUE
25 0.498758620689655 TRUE
26 0.477055702917772 TRUE
27 0.466155810983397 TRUE
28 0.491133004926108 TRUE
