  4     1452   (25)   15 :  0.069 0.165 0.046 0.056 0.032 0.028 0.041 0.157 0.093 0.042 0.043 0.038 0.039 0.037 0.039 0.033 0.044     (0.000,0.318) (0.000,0.622) (0.000,0.228) (0.000,0.274) (0.000,0.162) (0.000,0.138) (0.000,0.203) (0.000,0.588) (0.000,0.412) (0.000,0.208) (0.000,0.213) (0.000,0.189) (0.000,0.195) (0.000,0.184) (0.000,0.194) (0.000,0.165) (0.000,0.221) 
 15     1778    (0)   12 :  0.041 0.033 0.053 0.060 0.103 0.057 0.067 0.041 0.042 0.045 0.067 0.070 0.073 0.062 0.068 0.059 0.057     (0.000,0.204) (0.000,0.163) (0.000,0.264) (0.000,0.296) (0.000,0.456) (0.000,0.277) (0.000,0.328) (0.000,0.205) (0.000,0.207) (0.000,0.226) (0.000,0.327) (0.000,0.341) (0.000,0.355) (0.000,0.303) (0.000,0.332) (0.000,0.292) (0.000,0.282) 
 18      694    (0)    7 :  0.045 0.055 0.074 0.046 0.050 0.075 0.100 0.047 0.031 0.089 0.062 0.054 0.051 0.042 0.087 0.043 0.048     (0.000,0.219) (0.000,0.264) (0.000,0.356) (0.000,0.230) (0.000,0.249) (0.000,0.358) (0.000,0.453) (0.000,0.231) (0.000,0.155) (0.000,0.413) (0.000,0.306) (0.000,0.268) (0.000,0.255) (0.000,0.210) (0.000,0.410) (0.000,0.215) (0.000,0.238) 
 21       25    (0)    9 :  0.037 0.081 0.062 0.035 0.049 0.051 0.047 0.078 0.194 0.052 0.048 0.046 0.044 0.044 0.053 0.038 0.040     (0.000,0.181) (0.000,0.376) (0.000,0.304) (0.000,0.176) (0.000,0.242) (0.000,0.251) (0.000,0.235) (0.000,0.369) (0.000,0.638) (0.000,0.258) (0.000,0.237) (0.000,0.228) (0.000,0.218) (0.000,0.219) (0.000,0.263) (0.000,0.190) (0.000,0.200) 
 26     3372    (0)    3 :  0.036 0.026 0.056 0.050 0.057 0.037 0.061 0.046 0.152 0.056 0.052 0.061 0.054 0.067 0.090 0.049 0.049     (0.000,0.180) (0.000,0.132) (0.000,0.273) (0.000,0.244) (0.000,0.280) (0.000,0.185) (0.000,0.301) (0.000,0.216) (0.000,0.494) (0.000,0.274) (0.000,0.255) (0.000,0.296) (0.000,0.266) (0.000,0.312) (0.000,0.409) (0.000,0.243) (0.000,0.243) 
 33     1086    (0)    8 :  0.036 0.065 0.052 0.073 0.052 0.060 0.046 0.086 0.051 0.052 0.060 0.051 0.052 0.069 0.056 0.068 0.072     (0.000,0.176) (0.000,0.309) (0.000,0.257) (0.000,0.348) (0.000,0.255) (0.000,0.296) (0.000,0.231) (0.000,0.397) (0.000,0.248) (0.000,0.255) (0.000,0.295) (0.000,0.253) (0.000,0.258) (0.000,0.335) (0.000,0.275) (0.000,0.332) (0.000,0.343) 
 35     3218    (0)   15 :  0.057 0.048 0.053 0.069 0.072 0.051 0.065 0.042 0.048 0.062 0.064 0.063 0.066 0.083 0.057 0.042 0.057     (0.000,0.279) (0.000,0.237) (0.000,0.262) (0.000,0.334) (0.000,0.349) (0.000,0.252) (0.000,0.320) (0.000,0.208) (0.000,0.235) (0.000,0.303) (0.000,0.311) (0.000,0.311) (0.000,0.324) (0.000,0.395) (0.000,0.282) (0.000,0.206) (0.000,0.282) 
 36     3159    (0)   14 :  0.102 0.045 0.038 0.041 0.069 0.060 0.056 0.056 0.050 0.056 0.088 0.057 0.074 0.074 0.052 0.044 0.037     (0.000,0.437) (0.000,0.224) (0.000,0.191) (0.000,0.205) (0.000,0.334) (0.000,0.293) (0.000,0.279) (0.000,0.272) (0.000,0.249) (0.000,0.278) (0.000,0.413) (0.000,0.284) (0.000,0.358) (0.000,0.362) (0.000,0.257) (0.000,0.218) (0.000,0.183) 
 39      667    (0)   15 :  0.033 0.040 0.069 0.061 0.064 0.053 0.075 0.048 0.053 0.062 0.054 0.053 0.054 0.066 0.098 0.058 0.060     (0.000,0.163) (0.000,0.197) (0.000,0.334) (0.000,0.301) (0.000,0.314) (0.000,0.262) (0.000,0.361) (0.000,0.237) (0.000,0.260) (0.000,0.304) (0.000,0.265) (0.000,0.260) (0.000,0.267) (0.000,0.321) (0.000,0.449) (0.000,0.287) (0.000,0.297) 
 40     1496    (0)    2 :  0.035 0.048 0.055 0.055 0.050 0.069 0.065 0.075 0.066 0.070 0.076 0.068 0.059 0.045 0.072 0.046 0.046     (0.000,0.175) (0.000,0.239) (0.000,0.270) (0.000,0.272) (0.000,0.248) (0.000,0.333) (0.000,0.321) (0.000,0.353) (0.000,0.311) (0.000,0.334) (0.000,0.367) (0.000,0.331) (0.000,0.291) (0.000,0.223) (0.000,0.348) (0.000,0.229) (0.000,0.230) 
 41      648    (0)    7 :  0.042 0.046 0.064 0.074 0.053 0.069 0.064 0.048 0.036 0.072 0.072 0.051 0.054 0.050 0.086 0.058 0.060     (0.000,0.207) (0.000,0.228) (0.000,0.315) (0.000,0.358) (0.000,0.264) (0.000,0.336) (0.000,0.314) (0.000,0.239) (0.000,0.180) (0.000,0.352) (0.000,0.351) (0.000,0.254) (0.000,0.266) (0.000,0.246) (0.000,0.409) (0.000,0.288) (0.000,0.294) 
